0.115,0.153,1.004,9.28 ,14.574,22.185 
0.046,0.265,1.568,5.624,14.443,34.292
0.057,0.086,1.21,4.757,23.584,43.031
4.754,4.666,4.895,4.938,4.733,4.337
4.802,4.772,4.804 ,4.713,4.728,4.262
4.875,4.828,4.815,4.671,4.576,4.002
14.644,21.162,33.899,173.859,268.366,488.28
3.576,14.704,52.335,128.317,371.965,427.016
7.527,8.068,80.187,185.938,279.839,539.327
